type,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldPrice,soldOn,listPrice,status
multi_family,1903.0,6.0,2.0,2.0,,,,,,,,109200.0,for_sale
single_family,1890.0,3.0,3.0,3.0,,,,,2.0,100000.0,2021-04-27,160000.0,for_sale
multi_family,1925.0,6.0,2.0,2.0,,2.0,3049.0,,,497000.0,2018-02-28,770000.0,for_sale
single_family,1926.0,5.0,4.0,4.0,,2.0,,,,,,725000.0,for_sale
condos,1898.0,2.0,1.0,1.0,,,,,3.0,200000.0,2019-04-29,258000.0,for_sale
single_family,1927.0,4.0,2.0,2.0,,3.0,4375.0,2601.0,2.0,712500.0,2001-04-05,539900.0,for_sale
townhomes,1988.0,4.0,5.0,4.0,1.0,1.0,,3800.0,4.0,1300000.0,2008-01-29,1050000.0,for_sale
single_family,1927.0,4.0,4.0,3.0,1.0,4.0,6250.0,7000.0,1.0,,,3500000.0,for_sale
single_family,2009.0,6.0,8.0,5.0,3.0,4.0,5808.0,8000.0,3.0,2925000.0,2019-04-11,3999000.0,for_sale
multi_family,1914.0,6.0,2.0,2.0,,2.0,,,,,,280000.0,for_sale
single_family,1946.0,2.0,2.0,1.0,1.0,2.0,5199.0,960.0,2.0,220000.0,2000-10-26,329900.0,for_sale
single_family,1893.0,4.0,2.0,2.0,,1.0,3024.0,1120.0,2.0,18000.0,1989-05-23,229999.0,for_sale
single_family,1958.0,3.0,2.0,1.0,1.0,,3000.0,1040.0,1.0,65000.0,1993-07-06,169000.0,for_sale
single_family,1884.0,3.0,1.0,1.0,,1.0,2178.0,1088.0,2.0,94500.0,2007-11-26,225000.0,for_sale
single_family,1912.0,3.0,4.0,2.0,2.0,,,2692.0,,,,1025000.0,for_sale
condos,1905.0,2.0,1.0,1.0,,,,,3.0,272000.0,2017-06-28,324000.0,for_sale
single_family,1939.0,3.0,3.0,2.0,1.0,2.0,4620.0,1750.0,2.0,,,217000.0,for_sale
single_family,1907.0,3.0,3.0,1.0,2.0,2.0,6011.0,,2.0,355000.0,2021-12-01,375000.0,for_sale
single_family,1928.0,3.0,2.0,1.0,1.0,,3150.0,3125.0,2.0,682500.0,2022-10-13,215000.0,for_sale
multi_family,1901.0,6.0,3.0,3.0,,2.0,37897.0,3009.0,,35000.0,1978-05-22,450000.0,for_sale
single_family,,4.0,3.0,2.0,1.0,1.0,3125.0,3000.0,3.0,365000.0,2023-10-04,549000.0,for_sale
single_family,1910.0,5.0,4.0,3.0,1.0,2.0,,5600.0,2.0,,,180000.0,for_sale
single_family,1931.0,4.0,3.0,3.0,,2.0,3780.0,4029.0,2.0,128750.0,1995-07-12,465000.0,for_sale
single_family,1916.0,3.0,2.0,2.0,,2.0,3906.0,1700.0,1.0,38500.0,1995-06-30,249900.0,for_sale
condos,,3.0,2.0,2.0,,,,1748.0,3.0,260000.0,2021-05-16,299000.0,for_sale
multi_family,1903.0,8.0,3.0,3.0,,2.0,,,,,,329000.0,for_sale
single_family,1944.0,3.0,2.0,2.0,,,,1202.0,2.0,83500.0,1999-01-13,265000.0,for_sale
condos,2017.0,3.0,4.0,3.0,1.0,1.0,,2231.0,8.0,1275000.0,2018-01-22,1249000.0,for_sale
single_family,1906.0,4.0,4.0,3.0,1.0,2.0,2618.0,,2.0,1400000.0,2017-06-30,1750000.0,for_sale
single_family,1942.0,4.0,3.0,3.0,,,4375.0,1932.0,2.0,78000.0,1994-03-03,294900.0,for_sale
single_family,1957.0,4.0,2.0,2.0,,2.0,,2500.0,1.0,335000.0,2004-10-04,629000.0,for_sale
multi_family,,6.0,2.0,2.0,,,3125.0,,,65000.0,2008-05-28,95000.0,for_sale
single_family,,4.0,3.0,2.0,1.0,4.0,5670.0,1174.0,2.0,150000.0,1991-09-18,399900.0,for_sale
single_family,1958.0,3.0,2.0,2.0,,2.0,,1776.0,1.0,,,249900.0,for_sale
single_family,1935.0,3.0,3.0,2.0,1.0,2.0,,1208.0,2.0,185250.0,1995-12-22,449900.0,for_sale
condos,1959.0,2.0,2.0,2.0,,1.0,,,10.0,,,185000.0,for_sale
single_family,1977.0,3.0,2.0,2.0,,2.0,3125.0,1500.0,,,,324000.0,for_sale
condos,1995.0,2.0,2.0,2.0,,1.0,,1000.0,3.0,,,195000.0,for_sale
multi_family,1922.0,9.0,3.0,3.0,,1.0,,,,280000.0,2006-02-07,459800.0,for_sale
single_family,1956.0,3.0,2.0,2.0,,,4750.0,2423.0,1.0,340000.0,2007-07-09,399900.0,for_sale
condos,2013.0,2.0,2.0,2.0,,,10625.0,1300.0,3.0,285000.0,2018-09-10,324900.0,for_sale
single_family,1949.0,3.0,2.0,2.0,,,,1525.0,1.0,,,299900.0,for_sale
condos,2023.0,3.0,4.0,3.0,1.0,1.0,,3557.0,15.0,,,2699000.0,for_sale
condos,1891.0,2.0,2.0,2.0,,,,,3.0,326000.0,2016-06-07,410000.0,for_sale
single_family,1908.0,5.0,2.0,2.0,,2.0,4500.0,2072.0,3.0,145000.0,2005-06-21,150000.0,for_sale
single_family,1890.0,6.0,2.0,2.0,,,6251.0,,3.0,3500.0,2015-12-11,55000.0,for_sale
condos,1891.0,2.0,2.0,2.0,,,,1100.0,3.0,434000.0,2005-06-17,525000.0,for_sale
single_family,1894.0,4.0,3.0,2.0,1.0,3.0,9915.0,2808.0,2.0,175000.0,2016-11-16,450000.0,for_sale
single_family,1920.0,3.0,2.0,2.0,,,3964.0,1131.0,1.0,33000.0,1978-09-07,299999.0,for_sale
single_family,1925.0,3.0,2.0,1.0,1.0,2.0,4125.0,2419.0,2.0,,,399000.0,for_sale
condos,2007.0,3.0,6.0,4.0,2.0,4.0,,10000.0,28.0,872000.0,2007-02-07,9500000.0,for_sale
multi_family,1885.0,6.0,3.0,3.0,,2.0,3049.0,2250.0,,,,265000.0,for_sale
multi_family,1895.0,3.0,1.0,1.0,,2.0,,,,120000.0,2023-05-03,298000.0,for_sale
single_family,1937.0,3.0,3.0,3.0,,3.0,4477.0,2046.0,2.0,125000.0,1987-10-01,450000.0,for_sale
condos,,2.0,1.0,1.0,,,,950.0,2.0,90000.0,2005-12-05,35000.0,for_sale
single_family,1885.0,4.0,2.0,2.0,,3.0,5184.0,2778.0,2.0,330000.0,2009-04-09,699900.0,for_sale
condos,1926.0,0.0,1.0,1.0,,,,,8.0,36000.0,1997-12-08,142000.0,for_sale
single_family,1941.0,4.0,3.0,1.0,2.0,2.0,8040.0,3824.0,2.0,,,425000.0,for_sale
single_family,1954.0,3.0,1.0,1.0,,2.0,3781.0,1100.0,,170000.0,2014-10-29,349000.0,for_sale
condos,1916.0,2.0,1.0,1.0,,,,800.0,3.0,190000.0,2020-12-21,229000.0,for_sale
single_family,1950.0,2.0,2.0,2.0,,2.0,3751.0,953.0,1.0,207000.0,2021-06-01,227000.0,for_sale
single_family,1890.0,4.0,3.0,2.0,1.0,2.0,3750.0,,2.0,734000.0,2001-07-23,1775000.0,for_sale
single_family,1963.0,3.0,3.0,3.0,,2.0,7013.0,1782.0,,305000.0,2008-11-25,450000.0,for_sale
single_family,1915.0,4.0,2.0,1.0,1.0,2.0,3125.0,1982.0,2.0,137000.0,1995-05-05,339000.0,for_sale
condos,2002.0,2.0,2.0,2.0,,1.0,,1109.0,10.0,437500.0,2017-09-22,449500.0,for_sale
single_family,1992.0,3.0,3.0,3.0,,2.0,6578.0,1947.0,,398000.0,2014-11-10,549900.0,for_sale
single_family,1952.0,3.0,3.0,2.0,1.0,,,1937.0,1.0,215000.0,2002-04-25,499999.0,for_sale
single_family,1925.0,3.0,3.0,3.0,,3.0,3750.0,1290.0,2.0,390000.0,2008-09-04,449900.0,for_sale
single_family,1928.0,4.0,3.0,3.0,,1.0,,2400.0,,,,399900.0,for_sale
single_family,1905.0,2.0,1.0,1.0,,,,1164.0,2.0,130000.0,2007-02-22,49900.0,for_sale
condos,1980.0,2.0,3.0,3.0,,2.0,,2040.0,40.0,565000.0,2022-08-04,549900.0,for_sale
single_family,1919.0,5.0,3.0,2.0,1.0,2.0,,1370.0,2.0,25000.0,1978-08-31,314000.0,for_sale
single_family,,3.0,2.0,1.0,1.0,2.0,6264.0,1400.0,2.0,,,115000.0,for_sale
land,,,0.0,,,,7405.0,,,,,1600000.0,for_sale
single_family,1924.0,6.0,2.0,2.0,,,3572.0,2018.0,2.0,101000.0,2005-08-17,249900.0,for_sale
single_family,1924.0,2.0,2.0,2.0,,1.0,,1435.0,,,,399000.0,for_sale
condos,1972.0,1.0,1.0,1.0,,,,,26.0,165000.0,2005-11-29,159900.0,for_sale
single_family,1908.0,4.0,3.0,3.0,,,3720.0,1124.0,2.0,16000.0,1995-02-03,84900.0,for_sale
single_family,1953.0,3.0,2.0,1.0,1.0,1.0,3750.0,,1.0,235000.0,2015-08-12,359000.0,for_sale
single_family,1894.0,5.0,4.0,3.0,1.0,1.0,3525.0,4900.0,,1405500.0,2006-12-22,1999900.0,for_sale
single_family,1944.0,4.0,3.0,2.0,1.0,2.0,,4040.0,2.0,54000.0,1991-01-01,285000.0,for_sale
single_family,1958.0,3.0,2.0,2.0,,2.0,4982.0,1170.0,1.0,67000.0,1982-07-15,329000.0,for_sale
single_family,1955.0,3.0,2.0,2.0,,2.0,4800.0,1150.0,1.0,137500.0,2002-06-12,349500.0,for_sale
single_family,1953.0,3.0,2.0,2.0,,2.0,4704.0,912.0,1.0,235000.0,2006-07-28,287000.0,for_sale
condos,1910.0,3.0,3.0,3.0,,1.0,,2500.0,5.0,,,995000.0,for_sale
single_family,1952.0,3.0,2.0,2.0,,2.0,3750.0,2020.0,1.0,39000.0,1979-01-22,489000.0,for_sale
condos,2004.0,1.0,1.0,1.0,,,,700.0,3.0,185000.0,2021-04-19,225000.0,for_sale
single_family,1922.0,4.0,2.0,2.0,,2.0,3746.0,1200.0,2.0,1121000.0,2000-02-02,225000.0,for_sale
single_family,1944.0,4.0,2.0,1.0,1.0,2.0,4373.0,1734.0,2.0,485000.0,2022-07-19,599900.0,for_sale
single_family,1886.0,2.0,1.0,1.0,,,2500.0,1443.0,2.0,200000.0,2007-07-20,270000.0,for_sale
townhomes,1942.0,3.0,2.0,2.0,,,4400.0,1336.0,2.0,,,125000.0,for_sale
condos,1926.0,4.0,2.0,2.0,,,,,3.0,135000.0,2017-01-10,185000.0,for_sale
multi_family,1905.0,4.0,2.0,2.0,,,,,,,,68000.0,for_sale
multi_family,1885.0,8.0,7.0,6.0,1.0,2.0,,,,,,699000.0,for_sale
condos,2005.0,1.0,1.0,1.0,,2.0,,858.0,7.0,,,250000.0,for_sale
single_family,1903.0,4.0,4.0,3.0,1.0,3.0,7500.0,4413.0,2.0,906000.0,2017-01-04,1295000.0,for_sale
single_family,,2.0,2.0,2.0,,2.0,4561.0,1800.0,1.0,100000.0,2022-01-11,235000.0,for_sale
single_family,1927.0,3.0,3.0,2.0,1.0,2.0,4425.0,2850.0,2.0,477000.0,2005-04-01,675000.0,for_sale
condos,2004.0,3.0,3.0,3.0,,1.0,,2100.0,2.0,,,799000.0,for_sale
condos,1969.0,3.0,2.0,2.0,,,,1700.0,28.0,195000.0,2006-12-13,265000.0,for_sale
condos,2006.0,2.0,2.0,2.0,,1.0,,,4.0,515000.0,2017-04-04,599999.0,for_sale
condos,1980.0,1.0,1.0,1.0,,,,825.0,25.0,149500.0,2000-09-26,185000.0,for_sale
single_family,1923.0,2.0,2.0,2.0,,2.0,,2000.0,2.0,244000.0,2017-09-08,425000.0,for_sale
multi_family,1890.0,4.0,3.0,3.0,,,2614.0,,,576500.0,2018-09-25,845000.0,for_sale
single_family,2024.0,5.0,4.0,3.0,1.0,2.0,12000.0,4200.0,2.0,,,1049000.0,for_sale
single_family,1927.0,4.0,4.0,4.0,,2.0,3750.0,1955.0,2.0,160000.0,2018-03-30,449900.0,for_sale
single_family,1955.0,2.0,2.0,2.0,,2.0,5000.0,1125.0,1.0,82000.0,2008-12-22,241000.0,for_sale
condos,1966.0,2.0,2.0,2.0,,1.0,,1250.0,30.0,236000.0,2005-11-01,299900.0,for_sale
condos,1968.0,0.0,1.0,1.0,,1.0,,,28.0,28000.0,2010-12-01,110000.0,for_sale
condos,1911.0,3.0,3.0,2.0,1.0,2.0,,,20.0,610000.0,2000-05-12,549000.0,for_sale
single_family,1951.0,2.0,3.0,2.0,1.0,2.0,6434.0,1898.0,2.0,,,425000.0,for_sale
single_family,1917.0,4.0,3.0,3.0,,2.0,5371.0,2240.0,2.0,370000.0,2017-06-27,649900.0,for_sale
condos,1960.0,1.0,1.0,1.0,,1.0,,,5.0,175000.0,2012-08-23,229000.0,for_sale
condos,2001.0,2.0,2.0,2.0,,1.0,,1600.0,4.0,,,565000.0,for_sale
condos,1924.0,2.0,1.0,1.0,,,,1000.0,3.0,,,147500.0,for_sale
single_family,1900.0,5.0,5.0,5.0,,2.0,5917.0,4800.0,2.0,610000.0,2023-04-26,1750000.0,for_sale
single_family,1923.0,2.0,1.0,1.0,,2.0,3101.0,924.0,1.0,70000.0,2004-04-08,49900.0,for_sale
condos,2021.0,1.0,2.0,1.0,1.0,1.0,,,34.0,,,1050000.0,for_sale
single_family,1995.0,5.0,9.0,5.0,4.0,4.0,6000.0,10700.0,3.0,3333333.0,2008-01-15,6500000.0,for_sale
condos,,2.0,1.0,1.0,,,,,3.0,25750.0,1987-05-11,125000.0,for_sale
townhomes,2008.0,5.0,5.0,4.0,1.0,2.0,,3074.0,4.0,,,995000.0,for_sale
single_family,1925.0,3.0,2.0,2.0,,2.0,4530.0,2016.0,1.0,185000.0,2006-11-08,294900.0,for_sale
condos,,3.0,2.0,2.0,,,,2200.0,4.0,85000.0,1994-09-29,109900.0,for_sale
condos,1924.0,3.0,2.0,2.0,,1.0,,1406.0,4.0,,,325000.0,for_sale
single_family,1893.0,1.0,3.0,2.0,1.0,,7200.0,1700.0,2.0,,,275000.0,for_sale
single_family,,3.0,3.0,3.0,,2.0,3125.0,1743.0,2.0,57500.0,1995-09-21,450000.0,for_sale
single_family,1952.0,3.0,2.0,2.0,,1.0,3810.0,,1.0,,,284900.0,for_sale
single_family,1905.0,4.0,3.0,3.0,,2.0,5227.0,2128.0,2.0,59000.0,2016-04-14,319000.0,for_sale
townhomes,1962.0,2.0,2.0,1.0,1.0,2.0,759.0,977.0,2.0,19000.0,1977-04-11,69900.0,for_sale
townhomes,2001.0,2.0,3.0,2.0,1.0,1.0,,2000.0,4.0,410000.0,2013-05-31,575000.0,for_sale
single_family,1921.0,3.0,3.0,3.0,,2.0,4265.0,2800.0,2.0,619500.0,2019-10-10,869000.0,for_sale
multi_family,1928.0,4.0,3.0,3.0,,2.0,,,,,,350000.0,for_sale
townhomes,1885.0,5.0,3.0,1.0,2.0,,,,3.0,,,988800.0,for_sale
townhomes,2023.0,3.0,4.0,3.0,1.0,2.0,1180.0,2300.0,3.0,,,599900.0,for_sale
condos,1917.0,3.0,4.0,3.0,1.0,,,2200.0,10.0,,,899000.0,for_sale
condos,1955.0,2.0,2.0,2.0,,1.0,,,19.0,266000.0,2014-12-03,335000.0,for_sale
single_family,,2.0,1.0,1.0,,,,1100.0,,,,40000.0,for_sale
multi_family,1890.0,4.0,2.0,2.0,,,,,,,,130000.0,for_sale
single_family,1948.0,2.0,1.0,1.0,,,4725.0,978.0,1.0,61000.0,1988-07-11,125000.0,for_sale
condos,1926.0,1.0,1.0,1.0,,1.0,,1050.0,17.0,302500.0,2022-07-14,299000.0,for_sale
condos,1925.0,1.0,1.0,1.0,,,,,7.0,220000.0,2021-08-12,220000.0,for_sale
single_family,1960.0,3.0,2.0,1.0,1.0,,3136.0,1040.0,1.0,21500.0,1993-10-08,129995.0,for_sale
condos,1949.0,2.0,2.0,2.0,,1.0,,1438.0,3.0,331000.0,2006-11-22,399900.0,for_sale
single_family,1926.0,5.0,4.0,4.0,,2.0,,3200.0,,,,1399000.0,for_sale
single_family,1960.0,2.0,2.0,2.0,,2.0,5670.0,1300.0,1.0,,,390000.0,for_sale
single_family,1957.0,4.0,2.0,1.0,1.0,,3703.0,1680.0,2.0,160000.0,2005-06-20,200000.0,for_sale
condos,1964.0,0.0,1.0,1.0,,,,,5.0,83500.0,2021-07-22,99900.0,for_sale
single_family,1957.0,2.0,2.0,2.0,,2.0,3125.0,1104.0,1.0,150000.0,2023-04-27,315000.0,for_sale
single_family,1995.0,2.0,3.0,2.0,1.0,1.0,1525.0,,2.0,530000.0,2006-10-26,535000.0,for_sale
condos,2006.0,2.0,2.0,2.0,,1.0,,1218.0,4.0,308000.0,2019-08-13,340000.0,for_sale
condos,,1.0,1.0,1.0,,,,,4.0,195000.0,2015-06-01,267500.0,for_sale
single_family,1953.0,4.0,2.0,2.0,,1.0,,2059.0,2.0,,,329000.0,for_sale
single_family,2000.0,4.0,4.0,3.0,1.0,2.0,2618.0,,2.0,820000.0,2018-09-07,1100000.0,for_sale
multi_family,1888.0,8.0,6.0,3.0,3.0,,3375.0,,,30000.0,2009-11-10,195000.0,for_sale
single_family,1952.0,3.0,2.0,2.0,,2.0,3920.0,1131.0,1.0,182500.0,2019-06-05,295000.0,for_sale
single_family,1950.0,4.0,2.0,2.0,,1.0,,1900.0,2.0,100000.0,1998-09-02,240000.0,for_sale
single_family,1957.0,3.0,2.0,2.0,,2.0,3210.0,984.0,1.0,185000.0,2001-10-29,300000.0,for_sale
single_family,1898.0,5.0,6.0,5.0,1.0,1.0,3483.0,5000.0,3.0,700000.0,1993-06-18,2150000.0,for_sale
condos,1953.0,3.0,3.0,3.0,,1.0,,1800.0,23.0,360000.0,2011-06-27,449000.0,for_sale
condos,2005.0,2.0,2.0,2.0,,1.0,,1400.0,4.0,475000.0,2021-01-13,625000.0,for_sale
single_family,1934.0,4.0,3.0,2.0,1.0,2.0,,2200.0,2.0,125000.0,2022-02-24,229000.0,for_sale
single_family,1926.0,2.0,1.0,1.0,,,,825.0,4.0,,,31900.0,for_sale
single_family,2011.0,10.0,11.0,7.0,4.0,4.0,6077.0,10940.0,,1150000.0,2002-07-09,4995000.0,for_sale
single_family,1952.0,3.0,1.0,1.0,,2.0,3750.0,960.0,1.0,55000.0,1984-11-07,289900.0,for_sale
single_family,1962.0,3.0,2.0,1.0,1.0,2.0,3125.0,1147.0,2.0,74000.0,2018-12-06,209000.0,for_sale
condos,1962.0,1.0,1.0,1.0,,1.0,,750.0,33.0,171500.0,1993-11-17,195000.0,for_sale
condos,1966.0,1.0,1.0,1.0,,1.0,,900.0,29.0,135000.0,2019-09-11,139900.0,for_sale
townhomes,1927.0,5.0,7.0,5.0,2.0,2.0,,7750.0,15.0,,,4350000.0,for_sale
single_family,2010.0,3.0,4.0,3.0,1.0,2.0,,,2.0,240000.0,2006-08-25,835000.0,for_sale
single_family,,4.0,2.0,2.0,,,1951.0,2000.0,2.0,210000.0,2019-08-21,635000.0,for_sale
single_family,1888.0,2.0,2.0,2.0,,1.0,1982.0,,2.0,775000.0,2022-08-08,829000.0,for_sale
condos,,3.0,3.0,3.0,,,,2290.0,3.0,275000.0,2000-08-18,395000.0,for_sale
condos,1966.0,3.0,3.0,2.0,1.0,2.0,,1900.0,27.0,735000.0,2008-02-27,525000.0,for_sale
single_family,1962.0,3.0,2.0,2.0,,2.0,3750.0,2120.0,,,,379900.0,for_sale
condos,1989.0,2.0,2.0,2.0,,1.0,,1400.0,28.0,445000.0,2021-08-27,499000.0,for_sale
condos,1998.0,3.0,2.0,2.0,,,,,3.0,430000.0,2006-07-24,615000.0,for_sale
condos,,2.0,1.0,1.0,,,,1091.0,1.0,,,250000.0,for_sale
single_family,,3.0,3.0,3.0,,2.0,,1640.0,1.0,98000.0,1995-05-18,159900.0,for_sale
single_family,1886.0,5.0,2.0,2.0,,2.0,3125.0,1892.0,2.0,288000.0,2002-04-03,699000.0,for_sale
single_family,1871.0,5.0,6.0,5.0,1.0,,2460.0,4950.0,3.0,2875000.0,2018-04-30,2950000.0,for_sale
condos,1965.0,0.0,1.0,1.0,,1.0,,550.0,40.0,165000.0,2006-08-15,152995.0,for_sale
single_family,2013.0,4.0,4.0,3.0,1.0,2.0,4500.0,3800.0,2.0,600000.0,2019-07-26,749500.0,for_sale
condos,,1.0,1.0,1.0,,1.0,,,3.0,325000.0,2020-10-19,365000.0,for_sale
condos,1929.0,2.0,2.0,2.0,,,,,4.0,387500.0,2017-08-09,495000.0,for_sale
multi_family,1923.0,8.0,3.0,3.0,,2.0,3750.0,2450.0,,230000.0,2006-03-22,149000.0,for_sale
single_family,1885.0,10.0,10.0,8.0,2.0,5.0,9300.0,13400.0,3.0,3400000.0,2008-12-18,9995000.0,for_sale
multi_family,1905.0,6.0,4.0,4.0,,2.0,,,,42100.0,2014-09-18,285000.0,for_sale
single_family,1910.0,7.0,3.0,1.0,2.0,2.0,7301.0,5896.0,3.0,241000.0,2018-05-15,450000.0,for_sale
single_family,1919.0,4.0,4.0,4.0,,,,3735.0,,,,1449999.0,for_sale
single_family,1885.0,2.0,4.0,3.0,1.0,2.0,3125.0,,2.0,740000.0,2021-07-15,900000.0,for_sale
condos,1914.0,3.0,3.0,2.0,1.0,,,1650.0,4.0,330000.0,2016-07-22,475000.0,for_sale
single_family,1926.0,4.0,3.0,3.0,,2.0,7680.0,2700.0,3.0,780000.0,2021-02-09,939000.0,for_sale
multi_family,1905.0,5.0,2.0,2.0,,2.0,,,,98000.0,2004-02-10,52900.0,for_sale
single_family,1922.0,4.0,5.0,3.0,2.0,3.0,17300.0,4005.0,2.0,515000.0,2017-03-13,1175000.0,for_sale
single_family,1903.0,3.0,2.0,2.0,,2.0,3920.0,1200.0,2.0,,,146200.0,for_sale
single_family,1958.0,4.0,2.0,2.0,,2.0,3746.0,1554.0,2.0,,,269000.0,for_sale
condos,2012.0,4.0,4.0,3.0,1.0,1.0,,2800.0,3.0,675000.0,2019-12-16,799999.0,for_sale
multi_family,1921.0,4.0,2.0,2.0,,2.0,,,,,,379900.0,for_sale
multi_family,1910.0,8.0,3.0,3.0,,2.0,10890.0,,,125000.0,2003-10-24,405000.0,for_sale
single_family,1924.0,3.0,2.0,2.0,,2.0,3907.0,1600.0,2.0,,,229500.0,for_sale
single_family,1891.0,4.0,3.0,2.0,1.0,2.0,11368.0,2200.0,3.0,1515000.0,2014-06-13,689900.0,for_sale
townhomes,1951.0,2.0,1.0,1.0,,,,1040.0,3.0,48500.0,1996-10-08,50000.0,for_sale
single_family,1910.0,4.0,3.0,3.0,,,8350.0,,2.0,125000.0,2005-12-08,215000.0,for_sale
single_family,1939.0,5.0,2.0,2.0,,2.0,4500.0,2113.0,2.0,117000.0,1998-04-30,375000.0,for_sale
multi_family,1909.0,6.0,2.0,2.0,,2.0,,,,,,,for_sale
multi_family,1895.0,7.0,7.0,7.0,,,3920.0,4600.0,,615000.0,2022-08-10,789000.0,for_sale
condos,1928.0,3.0,2.0,2.0,,1.0,,,3.0,,,350000.0,for_sale
single_family,1910.0,5.0,9.0,5.0,4.0,2.0,1912.0,7500.0,,4000000.0,2021-09-03,4500000.0,for_sale
single_family,1918.0,4.0,3.0,3.0,,2.0,3123.0,1200.0,2.0,270000.0,2022-01-21,510000.0,for_sale
condos,1968.0,2.0,2.0,2.0,,1.0,,,42.0,255000.0,1979-06-07,324900.0,for_sale
single_family,1923.0,3.0,3.0,3.0,,1.0,,2546.0,,51000.0,1981-07-08,475000.0,for_sale
condos,1900.0,3.0,5.0,3.0,2.0,2.0,,5000.0,20.0,725500.0,2000-02-28,1499000.0,for_sale
single_family,1894.0,3.0,2.0,1.0,1.0,2.0,3720.0,1731.0,2.0,104000.0,1986-09-01,359000.0,for_sale
multi_family,,4.0,2.0,2.0,,2.0,3750.0,,,122000.0,1992-07-30,329000.0,for_sale
single_family,1913.0,3.0,2.0,2.0,,,,,3.0,,,449000.0,for_sale
condos,2004.0,3.0,2.0,2.0,,,,1800.0,1.0,152500.0,2017-02-03,285000.0,for_sale
single_family,1922.0,5.0,4.0,4.0,,2.0,,2900.0,2.0,117000.0,2022-07-19,279900.0,for_sale
condos,2019.0,3.0,2.0,2.0,,1.0,,1700.0,3.0,,,700000.0,for_sale
single_family,1921.0,3.0,2.0,2.0,,,8002.0,1851.0,1.0,155000.0,2021-10-19,269000.0,for_sale
single_family,1925.0,3.0,2.0,2.0,,2.0,,3720.0,1.0,30500.0,2020-05-26,235000.0,for_sale
single_family,2024.0,7.0,8.0,7.0,1.0,3.0,4650.0,6965.0,,,,4400000.0,for_sale
single_family,1937.0,4.0,2.0,2.0,,1.0,3772.0,1542.0,2.0,230000.0,2020-02-13,,for_sale
single_family,1961.0,4.0,4.0,2.0,2.0,2.0,,2553.0,2.0,180000.0,2023-07-11,414900.0,for_sale
condos,,4.0,3.0,3.0,,,,2600.0,3.0,,,325000.0,for_sale
single_family,1923.0,3.0,3.0,3.0,,2.0,3125.0,2461.0,2.0,142500.0,2021-01-22,260000.0,for_sale
single_family,1943.0,1.0,1.0,1.0,,,3350.0,600.0,1.0,,,19900.0,for_sale
single_family,1885.0,3.0,4.0,3.0,1.0,1.0,,2500.0,2.0,18000.0,1981-03-12,599900.0,for_sale
multi_family,,10.0,4.0,4.0,,,3000.0,4000.0,,60000.0,2020-03-04,285000.0,for_sale
townhomes,1965.0,3.0,2.0,2.0,,,3750.0,1465.0,2.0,,,285000.0,for_sale
condos,1962.0,2.0,2.0,2.0,,1.0,,1150.0,27.0,210000.0,2020-11-17,250000.0,for_sale
single_family,1915.0,4.0,2.0,1.0,1.0,,,1250.0,2.0,,,29750.0,for_sale
single_family,1921.0,3.0,3.0,3.0,,2.0,9750.0,3076.0,2.0,,,349000.0,for_sale
single_family,1957.0,3.0,3.0,2.0,1.0,2.0,4625.0,1361.0,1.0,279000.0,2001-09-10,350000.0,for_sale
single_family,,3.0,3.0,2.0,1.0,1.0,3750.0,1024.0,2.0,73000.0,1999-09-08,249900.0,for_sale
condos,1955.0,1.0,1.0,1.0,,1.0,,,21.0,133000.0,2021-07-15,180000.0,for_sale
multi_family,1895.0,6.0,3.0,3.0,,2.0,3125.0,,,230000.0,2001-08-17,465000.0,for_sale
condos,,2.0,1.0,1.0,,,,750.0,4.0,241000.0,2019-07-05,330000.0,for_sale
single_family,1923.0,3.0,2.0,2.0,,,3920.0,1300.0,1.0,,,239900.0,for_sale
single_family,1952.0,3.0,2.0,1.0,1.0,2.0,4200.0,1562.0,2.0,182500.0,1995-08-02,470000.0,for_sale
condos,1920.0,3.0,2.0,2.0,,,,1750.0,5.0,460000.0,2008-07-23,549000.0,for_sale
single_family,1915.0,4.0,3.0,2.0,1.0,,,954.0,2.0,,,80000.0,for_sale
single_family,1967.0,3.0,2.0,1.0,1.0,2.0,,1080.0,,120000.0,2000-06-07,229900.0,for_sale
multi_family,1879.0,4.0,2.0,2.0,,,3125.0,,,,,35000.0,for_sale
single_family,2008.0,6.0,6.0,5.0,1.0,3.0,3500.0,5977.0,3.0,2800000.0,2009-06-04,3200000.0,for_sale
single_family,1959.0,3.0,2.0,2.0,,2.0,3123.0,1040.0,1.0,85000.0,2013-07-18,155000.0,for_sale
single_family,1960.0,5.0,2.0,2.0,,2.0,6250.0,1512.0,2.0,215000.0,2006-05-18,337000.0,for_sale
single_family,,3.0,3.0,3.0,,,1944.0,1110.0,2.0,205000.0,2002-09-10,459900.0,for_sale
single_family,1973.0,4.0,3.0,2.0,1.0,,6970.0,1911.0,2.0,200000.0,2004-04-02,435000.0,for_sale
condos,1932.0,2.0,2.0,2.0,,,,950.0,3.0,167000.0,2019-03-20,235000.0,for_sale
condos,1970.0,2.0,1.0,1.0,,,,878.0,3.0,47000.0,2004-11-03,47500.0,for_sale
condos,1964.0,1.0,1.0,1.0,,,,800.0,8.0,62000.0,2000-03-13,153000.0,for_sale
